1 100
5000
100 10
200 1 1
200 1 2
200 0 1
200 0 1
300 10 5 6
200 1 0
200 1 1
200 0 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 4 0 5
200 1 1
200 1 1
200 1 1
200 1 0
300 4 0 4
200 1 1
200 1 1
200 1 1
200 1 0
300 7 0 7
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
300 11 6 17
200 0 1
200 1 1
200 1 1
200 0 1
200 1 1
200 0 1
300 10 6 5
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 1 1
200 1 1
200 1 1
200 0 1
200 0 1
200 1 1
300 10 1 2
300 11 1 2
200 0 0
200 1 1
200 1 1
300 10 17 21
200 1 2
200 0 2
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
300 16 17 6
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 15 17 23
300 11 1 2
200 0 1
200 0 1
200 0 0
200 1 0
200 0 1
200 0 1
200 1 2
200 0 1
200 0 1
200 1 1
200 0 1
200 0 1
200 1 0
200 1 1
200 0 1
200 1 0
200 0 1
200 1 1
200 0 1
200 1 1
200 0 1
200 1 1
200 0 0
200 0 2
200 1 1
200 1 1
200 1 1
200 0 1
200 1 1
200 1 1
200 0 2
200 1 0
200 0 1
200 1 1
200 1 1
200 0 1
200 1 1
200 1 1
200 0 1
200 1 2
200 0 1
200 1 1
200 0 1
200 1 1
200 1 1
200 0 1
200 1 1
200 1 2
200 0 1
200 1 1
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
300 16 20 24
200 1 1
200 1 2
300 20 14 1
300 13 11 12
300 17 19 4
200 0 1
200 1 2
200 1 1
200 1 0
200 1 1
300 19 19 2
200 0 0
200 0 1
200 0 2
200 1 1
200 1 1
300 13 11 4
300 13 7 4
300 11 1 8
300 15 18 7
200 0 0
200 0 0
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 0
200 1 1
300 13 17 13
200 1 2
200 1 1
200 1 2
200 1 1
200 1 1
300 10 17 8
200 1 1
200 1 1
200 1 1
200 1 1
300 10 4 6
300 10 5 1
300 10 19 2
200 0 1
200 1 2
200 1 1
200 1 1
200 0 1
200 0 1
200 1 1
200 1 1
200 0 1
200 1 1
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
200 0 2
200 0 1
200 0 0
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
300 14 19 13
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
300 11 6 1
200 1 1
300 5 16 0
300 15 8 7
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
300 15 19 21
200 1 2
200 1 1
300 10 3 6
200 1 1
200 1 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 1 1
200 1 1
200 0 1
200 0 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 11 0 3
300 10 3 4
300 15 13 15
200 1 1
200 0 0
200 1 1
200 0 1
200 0 2
200 0 0
200 0 1
200 1 1
200 1 1
200 1 1
200 0 1
200 0 1
200 0 1
200 1 1
200 0 1
200 1 1
200 0 1
200 0 1
200 0 2
200 1 1
200 1 2
200 0 1
200 1 1
200 1 1
200 0 1
200 1 0
200 1 1
300 12 2 11
200 0 1
200 0 1
200 0 1
300 15 11 11
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 0
200 1 1
200 1 1
300 15 9 11
200 1 0
200 1 2
200 1 1
200 1 1
300 15 9 4
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 17 5 4
200 1 1
200 1 2
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 10 3 6
200 0 1
200 0 2
200 1 1
300 10 3 2
200 0 0
200 0 1
300 17 3 1
200 1 1
300 16 5 1
200 1 0
200 1 1
200 1 0
300 15 12 11
200 1 1
200 0 1
200 0 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 15 13 8
200 0 1
200 1 0
200 1 0
200 0 1
200 1 1
200 1 2
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
300 18 15 3
200 1 1
200 1 1
200 1 1
300 17 5 6
300 16 14 6
200 0 1
200 1 1
200 1 2
200 1 1
200 0 2
200 1 1
200 1 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 1 1
300 17 5 7
300 15 3 6
300 15 13 8
200 0 1
200 1 1
200 0 1
200 0 0
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 1 1
200 0 2
200 0 1
200 1 1
200 0 2
200 0 1
200 1 2
200 1 2
200 1 1
200 0 1
200 1 2
200 0 2
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 18 6 3
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 0
200 0 0
200 0 1
300 13 5 20
200 0 1
200 0 1
200 0 0
200 0 2
300 11 5 2
200 0 1
300 10 3 16
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 15 15 9
200 1 0
200 1 0
200 1 1
200 1 1
200 1 2
200 1 2
200 1 1
200 1 2
300 16 2 5
200 0 0
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 5 10 0
300 15 16 9
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
300 15 18 7
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 15 3 5
